timestamp,wind_speed,power,ambient_temperature
2024-01-31 07:22:37,24.166198725453413,20.101691694570683,28.252065092537432
2024-01-31 07:32:37,22.98639855199593,23.684116894884756,21.936613490450743
2024-01-31 07:42:37,25.660081687288613,21.616878239293683,21.2426688428353
2024-01-31 07:52:37,24.32936268009916,25.62078488075843,21.743435607237316
2024-01-31 08:02:37,25.5322108556933,23.549013863365985,29.580647850995486
2024-01-31 08:12:37,20.91294098876735,29.7863999557041,24.12119392939301
2024-01-31 08:22:37,25.039353681100373,21.48146168930189,27.18967140300885
2024-01-31 08:32:37,21.899713787218204,23.415604257735524,20.235212181422007
2024-01-31 08:42:37,23.395177723979206,29.674824588798714,29.787984541856567
2024-01-31 08:52:37,27.445300401410346,20.034546107550955,29.402385030977428
2024-01-31 09:02:37,28.707669687554763,27.708343385168106,21.788737646235152
2024-01-31 09:12:37,20.994996328096114,24.145324685118577,28.855364671454794
2024-01-31 09:22:37,25.780860273663233,27.365822149440824,22.32621103228408
2024-01-31 09:32:37,25.235975801646582,27.093864374841317,28.248339468977807
2024-01-31 09:42:37,28.071245330590827,22.32308112977462,28.73189967119879
2024-01-31 09:52:37,22.16380430290045,28.018992376033143,25.550852989383774
2024-01-31 10:02:37,21.85828359855216,25.88608618331516,25.182393857540838
2024-01-31 10:12:37,29.58662503435232,20.415392218513617,21.6413828210031
2024-01-31 10:22:37,29.832926531475113,28.32204885850523,21.50272465981619
2024-01-31 10:32:37,22.291129704544495,25.391382749525224,21.569808303267735
2024-01-31 10:42:37,23.237607256534854,20.493192230231312,27.116772938155663
2024-01-31 10:52:37,20.785627468533846,29.946042507818163,29.205698384306196
2024-01-31 11:02:37,27.888288722314623,27.72405890467276,23.677523003172183
2024-01-31 11:12:37,26.787061729470146,27.61258766960389,24.807762549955328
2024-01-31 11:22:37,20.61525046928359,26.261039487405924,23.257608322202255
2024-01-31 11:32:37,26.100890708421332,24.2082846107039,29.52530783040894
2024-01-31 11:42:37,22.015946162066392,27.688563664469605,26.985618555499734
2024-01-31 11:52:37,25.565629985158104,20.800462774551885,21.64951711092181
2024-01-31 12:02:37,29.6728197735217,22.306425288561897,21.635430318322438
2024-01-31 12:12:37,22.882956724624673,25.371205291941443,25.196133382299564
2024-01-31 12:22:37,20.033318113277968,20.03184964192542,24.960664874757757
2024-01-31 12:32:37,21.848544913177427,26.07500835760005,27.984630305365574
2024-01-31 12:42:37,20.95873268427541,25.051671769471717,24.061381225743627
2024-01-31 12:52:37,27.904532831270686,29.547928606038187,24.1671820865525
2024-01-31 13:02:37,22.432677814285057,28.78473365190037,20.272757140764117
2024-01-31 13:12:37,23.30465847074692,23.947751386303626,21.77983869400945
2024-01-31 13:22:37,26.79934880312358,25.182662672797584,22.489405792965016
2024-01-31 13:32:37,24.132507109135805,26.918833063358996,23.24964032472264
2024-01-31 13:42:37,20.67705978779043,24.60503047284222,21.950644823025453
2024-01-31 13:52:37,26.213125331046797,22.01889401295405,21.350257510763576
2024-01-31 14:02:37,28.939611258599182,23.302880567898153,22.923052394789522
2024-01-31 14:12:37,25.382589512342857,26.933819932593646,26.709971196314992
2024-01-31 14:22:37,27.983939428568075,22.599361596793656,24.26875979036391
2024-01-31 14:32:37,23.63960286969167,25.166870395533877,25.74046254959452
2024-01-31 14:42:37,26.29288254371489,20.679539900733037,23.7121734679
2024-01-31 14:52:37,27.085639136642765,20.35327287576571,27.46238153011266
2024-01-31 15:02:37,26.85901413624624,24.017913513426063,24.491712645469136
2024-01-31 15:12:37,22.643407159436396,27.372210658528495,24.8040542789075
2024-01-31 15:22:37,22.651294875559074,20.293526740345,23.450714657907938
2024-01-31 15:32:37,29.209920242580402,26.761449126123857,26.256024673922518
2024-01-31 15:42:37,29.33880895995672,20.30604989164031,26.02456419707411
2024-01-31 15:52:37,21.879507665555746,23.96944273192644,21.818353852080048
2024-01-31 16:02:37,23.4912978268082,29.01378417761241,27.253922769077523
2024-01-31 16:12:37,28.462916716059915,20.75483714169649,23.008433756858523
2024-01-31 16:22:37,27.8416063535942,20.40451261544659,21.89722487036334
2024-01-31 16:32:37,20.81856795719598,28.175562344976683,22.322461480858355
2024-01-31 16:42:37,24.24291783577988,20.138561140738588,21.13666578767499
2024-01-31 16:52:37,25.13996258612917,27.913105487611876,23.41026785911153
2024-01-31 17:02:37,23.193484907335307,20.408121439915732,20.996160468804646
2024-01-31 17:12:37,21.48514886039424,22.062578071590842,25.698488170829194
2024-01-31 17:22:37,23.588934329031854,29.77727090874628,22.841099577994115
2024-01-31 17:32:37,28.562795212227932,20.917742408363946,25.27604737932442
2024-01-31 17:42:37,25.494743250623383,26.572960314253535,24.101362599485984
2024-01-31 17:52:37,25.239891634524902,27.778124848007458,21.51601862821284
2024-01-31 18:02:37,25.316194320124254,25.880814027973866,27.81697086244818
2024-01-31 18:12:37,21.63711193632145,24.145863461465694,20.245692906659198
2024-01-31 18:22:37,26.62556015158836,28.680295079084782,23.535275509517856
2024-01-31 18:32:37,28.16265818036414,26.580285250714322,20.17038548881095
2024-01-31 18:42:37,24.702399852696306,20.457390198037963,23.132220610192263
2024-01-31 18:52:37,28.006390802448152,21.254601506867836,25.653695286998882
2024-01-31 19:02:37,20.567188230921257,21.09825540230971,29.52164293219873
2024-01-31 19:12:37,20.96407380810265,21.741140934322786,29.400751371027145
2024-01-31 19:22:37,23.088508981093824,22.164905259391247,20.96455659422622
2024-01-31 19:32:37,24.99260376908608,20.588911877822575,22.200533963965224
2024-01-31 19:42:37,22.221184397453232,27.451460866970876,21.621303437888674
2024-01-31 19:52:37,25.881377201026385,22.41691336030201,29.938211417647693
2024-01-31 20:02:37,29.906382223335623,29.238536892862573,29.000835434233306
2024-01-31 20:12:37,25.53693991708572,29.30855621033584,26.398599759778303
2024-01-31 20:22:37,21.593908047136825,27.323486019332044,28.492864948438935
2024-01-31 20:32:37,20.144515160516505,21.94919109889959,27.843001775421666
2024-01-31 20:42:37,27.68049777073778,25.60580661951302,21.223099685792892
2024-01-31 20:52:37,22.652532202515623,22.35715308886696,29.805838560880975
2024-01-31 21:02:37,22.253247387533662,23.70122147606245,26.890328634286917
2024-01-31 21:12:37,26.63166302468973,25.62192471691469,26.506766486957787
2024-01-31 21:22:37,28.65006274261279,29.139555059703767,21.08446922288328
2024-01-31 21:32:37,20.301282965606237,29.13590435238192,29.10265353924681
2024-01-31 21:42:37,23.679795432003825,23.996971360833633,26.84909880775349
2024-01-31 21:52:37,24.215091427084623,21.110278466921805,22.49221313329149
2024-01-31 22:02:37,23.03719799404094,25.661962488636874,21.71211028232905
2024-01-31 22:12:37,27.286332519118424,29.69788997774302,23.848445509539744
2024-01-31 22:22:37,25.703147715390536,26.36246314476054,27.97981472134618
2024-01-31 22:32:37,26.291134432375372,25.165202672196294,27.205024084171825
2024-01-31 22:42:37,20.23755019950428,29.397929942556885,28.986326853357212
2024-01-31 22:52:37,26.938176872670116,22.01619079637315,26.256042070851763
2024-01-31 23:02:37,20.28123928063536,23.97699455671195,22.153694624914344
2024-01-31 23:12:37,25.61237558618332,22.504272850636124,20.922808417680187
2024-01-31 23:22:37,27.938641324939454,22.51271582531045,25.597102717000958
2024-01-31 23:32:37,20.165485229442645,25.634624926897523,27.892495835480734
2024-01-31 23:42:37,27.84992733100858,23.283893332868054,21.28404012602581
2024-01-31 23:52:37,26.094764964504996,23.065074869260325,22.85816446162724
2024-02-01 00:02:37,22.101143705005526,23.933217966671677,26.822055472511412
2024-02-01 00:12:37,24.015434294266438,26.464472982318554,27.278242905475647
2024-02-01 00:22:37,28.103440362226863,25.707910624330474,29.903167730568367
2024-02-01 00:32:37,25.02073558289332,25.37183523723,26.583246102727543
2024-02-01 00:42:37,29.713048923733886,27.019469624947554,29.168337259361714
2024-02-01 00:52:37,21.586627058635305,24.219980988465643,27.035137645775677
2024-02-01 01:02:37,27.32715784758046,28.300189012232003,22.66357434268906
2024-02-01 01:12:37,23.14716368078589,24.12723040073757,23.92367128109982
2024-02-01 01:22:37,20.926983951133362,23.897605962185974,26.42388367065574
2024-02-01 01:32:37,27.39470291367919,22.298756464591,26.206775606222095
2024-02-01 01:42:37,27.511042912218592,21.555225150804294,20.143227007683585
2024-02-01 01:52:37,21.601249265787335,26.789303293068844,29.13320192280738
2024-02-01 02:02:37,23.872623232036826,23.119978928752577,26.27263423806638
2024-02-01 02:12:37,23.161873774968615,20.392105084224095,22.452836386166737
2024-02-01 02:22:37,26.005418588443405,24.578005598987524,23.468989630885623
2024-02-01 02:32:37,23.921635784046355,21.371188730526733,27.674036753556386
2024-02-01 02:42:37,23.74032548545202,26.89974254623998,25.677920641460524
2024-02-01 02:52:37,29.001117147406504,27.964456047674854,21.322888545609764
2024-02-01 03:02:37,24.514239183956867,20.111465563347373,27.550906268328266
2024-02-01 03:12:37,22.30757835577834,29.76588438986219,22.254276172571434
2024-02-01 03:22:37,25.082123826448374,24.91588147695977,28.273311404156818
